"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.08790800561286e-17,3.97778872090984,0.556,0.031,9.65083191779167e-14,"9","LOC102686563"
2.35270159567618e-15,4.53418206943423,0.444,0.023,2.08708158552434e-11,"9","LOC102686003"
3.92770823130477e-11,3.94921956871307,0.444,0.033,3.48426997199046e-07,"9","LOC107077650"
3.99805099914645e-11,4.24082312674363,0.444,0.034,3.54667104134281e-07,"9","abcc9"
3.43399363469157e-09,4.21225397454686,0.333,0.023,3.04629575333489e-05,"9","LOC102684406"
5.96249407237569e-09,4.17043379885224,0.333,0.024,5.28932849160448e-05,"9","LOC102685566"
7.09316787052518e-09,3.59927709765611,0.444,0.042,6.29234921794288e-05,"9","tbc1d1"
3.98105064037878e-07,3.31786416250746,0.444,0.054,0.00353159002308002,"9","LOC102688616"
1.88470094129491e-06,3.65586062602248,0.333,0.035,0.0167191820502271,"9","adipoqa"
3.04576115903609e-06,3.2997168157972,0.556,0.107,0.0270189472418092,"9","LOC138241758"
3.13818001458302e-06,4.07732439446076,0.333,0.037,0.027838794909366,"9","tbx15"
3.519967271893e-06,2.88790321739265,0.556,0.097,0.0312256296689628,"9","fbxw7"
4.08349139817073e-06,3.31482370818741,0.444,0.065,0.0362246521931726,"9","lrrfip2"
4.49051554911228e-06,3.32243689229729,0.333,0.037,0.039835363436175,"9","ebf1a"
4.5925946295835e-06,3.08248609957653,0.444,0.063,0.0407409069590352,"9","chd2"
1.55666475838925e-05,3.41707376643536,0.333,0.041,0.13809173071671,"9","rps13"
4.11669309093155e-05,3.23362762533943,0.333,0.044,0.365191844096538,"9","dysf"
4.87292696542346e-05,3.21225397454686,0.333,0.045,0.432277351102715,"9","cdc42bpab"
4.88689114155279e-05,3.5131204539064,0.333,0.047,0.433516113167148,"9","lrrfip1a"
0.00010288709867903,3.14996969629252,0.333,0.049,0.912711452381677,"9","ablim1b"
0.000205158992583504,3.0329302751023,0.333,0.052,1,"9","scrib"
0.000269356426620873,2.52361282772404,0.444,0.09,1,"9","LOC102693395"
0.000282867311714989,2.33888741307788,0.556,0.14,1,"9","sox6"
0.000297749681063544,2.54482931363373,0.444,0.091,1,"9","obsl1a"
0.000356908361002569,2.84028519715991,0.333,0.055,1,"9","LOC102697252"
0.000376691917207521,2.92467738445028,0.333,0.056,1,"9","LOC102682707"
0.000420748430111899,2.90739939301844,0.333,0.056,1,"9","lamb2"
0.000463405284599281,2.90739939301844,0.333,0.057,1,"9","pdzrn3b"
0.000515067532040341,2.8903258796595,0.333,0.058,1,"9","LOC102691221"
0.000840023423411205,2.97778872090984,0.333,0.063,1,"9","si:ch211-285f17.1"
0.000844188738292058,2.80786371946753,0.333,0.061,1,"9","luc7l3"
0.000849385589711636,2.14528815067806,0.667,0.258,1,"9","cdh13"
0.000880908343495118,2.72986120746626,0.333,0.061,1,"9","fgfrl1a"
0.00103500937092572,2.71475431507605,0.333,0.063,1,"9","si:ch73-103b11.2"
0.0013284501085673,2.69980397361008,0.333,0.065,1,"9","LOC102690347"
0.00135543165940264,2.67036019571759,0.333,0.065,1,"9","dedd1"
0.0021335856665653,1.85125631498091,0.556,0.164,1,"9","nexn"
0.00225037630555515,2.78875489651982,0.333,0.072,1,"9","plxna1a"
0.00234284506556976,2.58547129813108,0.333,0.07,1,"9","LOC102699239"
0.00237429144499676,1.87681107318502,0.667,0.253,1,"9","trdn"
0.00248348441012661,2.81428998862696,0.333,0.073,1,"9","cap2"
0.00289838427778722,2.54482931363373,0.333,0.072,1,"9","clasp1a"
0.00394860702975894,2.40489905248926,0.333,0.075,1,"9","ptprub"
0.00440009608001683,2.38085357852261,0.333,0.076,1,"9","grip1"
0.00443747973025403,2.41707376643536,0.333,0.076,1,"9","plekha5"
0.00622716270856326,1.83664662009656,0.667,0.391,1,"9","ryr3"
0.00635428559271428,2.33393253113512,0.333,0.08,1,"9","nav3"
0.00702306180122992,2.39282622018869,0.333,0.083,1,"9","LOC102695089"
0.00935533958278536,2.26629381425975,0.333,0.086,1,"9","dip2ca"
0.00996884477450121,2.24443438029601,0.333,0.087,1,"9","LOC102684355"
